Index,IDSURVEY,zHD,zHEL,MU,MUERR,MUERR_VPEC,MUERR_SYS,PROBIA_BEAMS
1799,10,0.98158,0.98316,43.88271,0.1318,0.0029,0.07012,0.881
1800,10,0.98536,0.98614,43.86467,0.1246,0.0029,0.04606,0.99618
1801,10,0.98846,0.98922,44.16508,0.1691,0.0029,0.04942,0.95154
1802,10,0.99268,0.99427,43.88061,0.1729,0.0029,0.03812,0.96762
1803,10,1.00009,1.00089,44.24308,0.3059,0.0029,0.08976,0.99992
1804,10,1.01382,1.01459,44.17186,0.2347,0.0029,0.0572,0.99984
1805,10,1.017,1.01778,43.92261,0.1354,0.0029,0.02357,0.99998
1806,10,1.02144,1.02222,44.16439,0.178,0.0028,0.04271,0.99999
1807,10,1.02433,1.02514,44.01661,176.3295,0.0028,0.05428,0.0
1808,10,1.02468,1.02547,44.35374,0.1895,0.0028,0.02579,0.99994
1809,10,1.02868,1.02947,44.24721,0.1766,0.0028,0.06747,0.9332
1810,10,1.03222,1.033,44.28814,0.1421,0.0028,0.06174,0.99997
1811,10,1.04136,1.04215,43.97348,0.1353,0.0028,0.0314,0.99953
1812,10,1.04436,1.046,44.00793,0.228,0.0028,0.0837,0.99994
1813,10,1.0468,1.04763,43.91152,0.133,0.0028,0.06851,1.0
1814,10,1.05479,1.05561,44.04047,0.2373,0.0028,0.09709,0.4874
1815,10,1.0642,1.06498,44.23028,0.1451,0.0028,0.03884,0.99765
1816,10,1.08349,1.0843,44.52159,0.1518,0.0027,0.13563,0.99789
1817,10,1.12132,1.12212,44.20175,0.1075,0.0026,0.06526,0.98858
1818,10,1.13057,1.1314,44.5271,0.1585,0.0026,0.11217,0.99945
1819,10,1.14418,1.14501,44.31733,0.1512,0.0026,0.07176,0.99499
